SetInfo,songName
"SET 1",Cavern
"SET 2",Memories
"SET 2",Carolina
"SET 2","I Didn't Know"
"SET 2","Sweet Adeline"
"SET 1","The Landlady"
"SET 1",Llama
"SET 1",Foam
"SET 1","Guelah Papyrus"
"SET 1",Sparkle
"SET 1",Maze
"SET 1","I Didn't Know"
"SET 1","All Things Reconsidered"
"SET 1","The Sloth"
"SET 1","Runaway Jim"
"SET 1",Cavern
"SET 2","Golgi Apparatus"
"SET 2","Uncle Pen"
"SET 2",Tweezer
"SET 2",Mound
"SET 2","You Enjoy Myself"
"SET 2","Vacuum Solo"
"SET 2","Big Black Furry Creature from Mars"
"SET 2","The Squirming Coil"
"SET 2",Weigh
"SET 2","Chalk Dust Torture"
"SET 2","Hold Your Head Up"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2","Bouncing Around the Room"
"SET 2","Tweezer Reprise"
ENCORE,"Sleeping Monkey"
ENCORE,"The Oh Kee Pa Ceremony"
ENCORE,"Suzy Greenberg"
"SET 1",Wilson
"SET 1","Divided Sky"
"SET 1",Glide
"SET 1","Split Open and Melt"
"SET 1",Rift
"SET 1",Reba
"SET 1","Take the 'A' Train"
"SET 1",Llama
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","Run Like an Antelope"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2",Fee
"SET 2","Poor Heart"
"SET 2",Stash
"SET 2","The Lizards"
"SET 2",Cavern
"SET 2","Dinner and a Movie"
"SET 2","My Friend, My Friend"
"SET 2","My Sweet One"
"SET 2","Cold as Ice"
"SET 2","Love You"
"SET 2","Cold as Ice"
"SET 2",Possum
ENCORE,"Sweet Adeline"
"SET 1","Golgi Apparatus"
"SET 1",Foam
"SET 1","Bouncing Around the Room"
"SET 1",Brother
"SET 1","All Things Reconsidered"
"SET 1",Sparkle
"SET 1","It's Ice"
"SET 1","Runaway Jim"
"SET 1","I Didn't Know"
"SET 1","The Landlady"
"SET 1","David Bowie"
"SET 1",Carolina
"SET 2",Llama
"SET 2","You Enjoy Myself"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","Uncle Pen"
"SET 2",Tweezer
"SET 2",Horn
"SET 2","Chalk Dust Torture"
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2","The Squirming Coil"
"SET 2","Tweezer Reprise"
ENCORE,Contact
ENCORE,"Rocky Top"
"ENCORE 2","Lawn Boy"
"ENCORE 2","Good Times Bad Times"
"SET 1","The Landlady"
"SET 1","Poor Heart"
"SET 1",Stash
"SET 1",Rift
"SET 1","Guelah Papyrus"
"SET 1",Sparkle
"SET 1",Maze
"SET 1",Fluffhead
"SET 1","All Things Reconsidered"
"SET 1","Split Open and Melt"
"SET 1","Golgi Apparatus"
"SET 2","The Curtain"
"SET 2","The Sloth"
"SET 2",Possum
"SET 2",Mound
"SET 2","You Enjoy Myself"
"SET 2","The Mango Song"
"SET 2",Llama
"SET 2","Harry Hood"
"SET 2","Suzy Greenberg"
ENCORE,"Rocky Top"
"SET 1","Runaway Jim"
"SET 1",Foam
"SET 1",Reba
"SET 1","Uncle Pen"
"SET 1","Chalk Dust Torture"
"SET 1","Bouncing Around the Room"
"SET 1","It's Ice"
"SET 1",Sparkle
"SET 1","The Lizards"
"SET 1","I Didn't Know"
"SET 1","Run Like an Antelope"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2",Glide
"SET 2","My Friend, My Friend"
"SET 2","The Squirming Coil"
"SET 2",Tweezer
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2","Buried Alive"
"SET 2","My Sweet One"
"SET 2",Harpua
"SET 2",Cavern
ENCORE,"Sleeping Monkey"
ENCORE,"Tweezer Reprise"
"SET 1",Llama
"SET 1","Guelah Papyrus"
"SET 1","Divided Sky"
"SET 1",Wilson
"SET 1","Poor Heart"
"SET 1",Stash
"SET 1",Rift
"SET 1",Horn
"SET 1","It's Ice"
"SET 1",Possum
"SET 1","Sweet Adeline"
"SET 2","Split Open and Melt"
"SET 2","All Things Reconsidered"
"SET 2","You Enjoy Myself"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2",Maze
"SET 2",Weigh
"SET 2","The Landlady"
"SET 2","David Bowie"
"SET 2","Hold Your Head Up"
"SET 2","Love You"
"SET 2","Cold as Ice"
"SET 2","Take the 'A' Train"
"SET 2","Runaway Jim"
ENCORE,"Lawn Boy"
ENCORE,"Rocky Top"
"SET 1","Suzy Greenberg"
"SET 1",Foam
"SET 1",Sparkle
"SET 1",Reba
"SET 1",Brother
"SET 1",Esther
"SET 1","Chalk Dust Torture"
"SET 1","Guelah Papyrus"
"SET 1","The Squirming Coil"
"SET 1","Run Like an Antelope"
"SET 2","Dinner and a Movie"
"SET 2","Bathtub Gin"
"SET 2","Paul and Silas"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2",NICU
"SET 2",Llama
"SET 2",Mound
"SET 2",Stash
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2","Uncle Pen"
"SET 2",Cavern
ENCORE,"Big Black Furry Creature from Mars"
"SET 1","Buried Alive"
"SET 1",Possum
"SET 1","It's Ice"
"SET 1",Fee
"SET 1","Divided Sky"
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1","Split Open and Melt"
"SET 1","Bouncing Around the Room"
"SET 1",Rift
"SET 1","The Sloth"
"SET 1","Runaway Jim"
"SET 2","Poor Heart"
"SET 2","All Things Reconsidered"
"SET 2",Tweezer
"SET 2",Eliza
"SET 2","You Enjoy Myself"
"SET 2","My Friend, My Friend"
"SET 2","The Lizards"
"SET 2",Maze
"SET 2","Cold as Ice"
"SET 2",Bike
"SET 2","Cold as Ice"
"SET 2","My Mind's Got a Mind of its Own"
"SET 2","Golgi Apparatus"
ENCORE,Contact
ENCORE,"Tweezer Reprise"
"SET 1","The Landlady"
"SET 1",Sparkle
"SET 1",Foam
"SET 1","Guelah Papyrus"
"SET 1",Llama
"SET 1",Mound
"SET 1",Reba
"SET 1","Uncle Pen"
"SET 1",Stash
"SET 1","The Squirming Coil"
"SET 1","Golgi Apparatus"
"SET 2","The Oh Kee Pa Ceremony"
"SET 2","Suzy Greenberg"
"SET 2","David Bowie"
"SET 2","The Man Who Stepped Into Yesterday"
"SET 2","Avenu Malkenu"
"SET 2","The Man Who Stepped Into Yesterday"
"SET 2","My Sweet One"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","Chalk Dust Torture"
"SET 2","Cold as Ice"
"SET 2",Terrapin
"SET 2","Cold as Ice"
"SET 2",Cavern
ENCORE,"Sleeping Monkey"
ENCORE,"Rocky Top"
"SET 1","Suzy Greenberg"
"SET 1","Poor Heart"
"SET 1","Guelah Papyrus"
"SET 1","Divided Sky"
"SET 1","The Horse"
"SET 1","Silent in the Morning"
"SET 1","It's Ice"
"SET 1",Sparkle
"SET 1",Maze
"SET 1","I Didn't Know"
"SET 1",Reba
"SET 1","Run Like an Antelope"
"SET 2",Glide
"SET 2","Split Open and Melt"
"SET 2","Bouncing Around the Room"
"SET 2",Rift
"SET 2","You Enjoy Myself"
"SET 2","Lawn Boy"
"SET 2",NICU
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2","Harry Hood"
"SET 2",Cavern
ENCORE,"Sweet Adeline"
ENCORE,"Rocky Top"
"SET 1","Golgi Apparatus"
"SET 1","Uncle Pen"
"SET 1",Stash
"SET 1","The Lizards"
"SET 1","The Landlady"
"SET 1",NICU
"SET 1",Fee
"SET 1","All Things Reconsidered"
"SET 1",Foam
"SET 1","Take the 'A' Train"
"SET 1","David Bowie"
"SET 2",Llama
"SET 2",Fluffhead
"SET 2",Sparkle
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2",Magilla
"SET 2","Ya Mar"
"SET 2","The Squirming Coil"
"SET 2","Cold as Ice"
"SET 2","Love You"
"SET 2","Cold as Ice"
"SET 2",Possum
ENCORE,Memories
ENCORE,Fire
"SET 1","The Oh Kee Pa Ceremony"
"SET 1","Suzy Greenberg"
"SET 1",Foam
"SET 1","Guelah Papyrus"
"SET 1",Sparkle
"SET 1",Stash
"SET 1","Uncle Pen"
"SET 1",Cavern
"SET 1","I Didn't Know"
"SET 1","All Things Reconsidered"
"SET 1","Runaway Jim"
"SET 2","Chalk Dust Torture"
"SET 2","You Enjoy Myself"
"SET 2",Reba
"SET 2","The Landlady"
"SET 2",NICU
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2","My Sweet One"
"SET 2","Golgi Apparatus"
ENCORE,Memories
ENCORE,"Sweet Adeline"
ENCORE,"Rocky Top"
"SET 1","Buried Alive"
"SET 1",Possum
"SET 1","It's Ice"
"SET 1","Bouncing Around the Room"
"SET 1","Split Open and Melt"
"SET 1",Rift
"SET 1",Fee
"SET 1",Maze
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1",Icculus
"SET 1","Fly Famous Mockingbird"
"SET 1","Run Like an Antelope"
"SET 2",Sanity
"SET 2",Llama
"SET 2","The Lizards"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2",Horn
"SET 2","Poor Heart"
"SET 2","Cold as Ice"
"SET 2",Terrapin
"SET 2","Cold as Ice"
"SET 2",Carolina
"SET 2",Memories
"SET 2","Sweet Adeline"
"SET 2","Suzy Greenberg"
ENCORE,"Sleeping Monkey"
"SET 1","Runaway Jim"
"SET 1",Foam
"SET 1",Sparkle
"SET 1",Stash
"SET 1","I Didn't Know"
"SET 1",Cavern
"SET 1",Reba
"SET 1",Maze
"SET 1","Bouncing Around the Room"
"SET 1","The Landlady"
"SET 1","David Bowie"
"SET 1",Catapult
"SET 1","David Bowie"
"SET 2",Brother
"SET 2","You Enjoy Myself"
"SET 2",Fluffhead
"SET 2","The Squirming Coil"
"SET 2",Tweezer
"SET 2","Uncle Pen"
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2","Tweezer Reprise"
ENCORE,"Golgi Apparatus"
"SET 1",Wilson
"SET 1","Divided Sky"
"SET 1","Guelah Papyrus"
"SET 1","Poor Heart"
"SET 1","Split Open and Melt"
"SET 1",Esther
"SET 1",Possum
"SET 1","It's Ice"
"SET 1","Mind Left Body Jam"
"SET 1","It's Ice"
"SET 1",Sparkle
"SET 1","All Things Reconsidered"
"SET 1","Run Like an Antelope"
"SET 2",Glide
"SET 2","The Oh Kee Pa Ceremony"
"SET 2","Suzy Greenberg"
"SET 2",Rift
"SET 2",Manteca
"SET 2","Bathtub Gin"
"SET 2","Manteca Reprise"
"SET 2","The Lizards"
"SET 2",Mound
"SET 2",Llama
"SET 2","The Man Who Stepped Into Yesterday"
"SET 2","Avenu Malkenu"
"SET 2","The Man Who Stepped Into Yesterday"
"SET 2","Dinner and a Movie"
"SET 2","Harry Hood"
"SET 2","Cold as Ice"
"SET 2","Love You"
"SET 2","Cold as Ice"
"SET 2","Rocky Top"
ENCORE,Contact
ENCORE,"Big Black Furry Creature from Mars"
"SET 1","Buried Alive"
"SET 1",NICU
"SET 1",Stash
"SET 1","Paul and Silas"
"SET 1","My Friend, My Friend"
"SET 1",Reba
"SET 1",Maze
"SET 1",Fee
"SET 1","Chalk Dust Torture"
"SET 1","I Didn't Know"
"SET 1","Golgi Apparatus"
"SET 2","The Curtain"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","My Sweet One"
"SET 2",Tube
"SET 2","The Mango Song"
"SET 2",Llama
"SET 2","Lawn Boy"
"SET 2","Cold as Ice"
"SET 2","If I Only Had a Brain"
"SET 2","Cold as Ice"
"SET 2","Runaway Jim"
ENCORE,"Sleeping Monkey"
ENCORE,Cavern
"SET 1","Suzy Greenberg"
"SET 1","Uncle Pen"
"SET 1","Split Open and Melt"
"SET 1",Rift
"SET 1","Guelah Papyrus"
"SET 1",Possum
"SET 1","It's Ice"
"SET 1",Eliza
"SET 1",NICU
"SET 1","Bouncing Around the Room"
"SET 1","David Bowie"
"SET 2","Dinner and a Movie"
"SET 2","Colonel Forbin's Ascent"
"SET 2","Fly Famous Mockingbird"
"SET 2",Tweezer
"SET 2",Tela
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2",Weigh
"SET 2","Cold as Ice"
"SET 2",Catapult
"SET 2","Cold as Ice"
"SET 2","Hold Your Head Up"
"SET 2","Lively Up Yourself"
"SET 2","Cold as Ice"
"SET 2",Sanity
"SET 2",Maze
"SET 2","Sweet Adeline"
ENCORE,Cavern
"SET 1",Llama
"SET 1",Foam
"SET 1",Reba
"SET 1",Sparkle
"SET 1","Guelah Papyrus"
"SET 1","Divided Sky"
"SET 1",Mound
"SET 1",Stash
"SET 1","All Things Reconsidered"
"SET 1","Suzy Greenberg"
"SET 2",Glide
"SET 2","Run Like an Antelope"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2",Rift
"SET 2",Wilson
"SET 2","Secret Language Instructions"
"SET 2",Wilson
"SET 2","Secret Language Instructions"
"SET 2",Wilson
"SET 2","You Enjoy Myself"
"SET 2","Poor Heart"
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2",Harpua
"SET 2","Runaway Jim"
ENCORE,"Take the 'A' Train"
ENCORE,"Rocky Top"
"SET 1",Cavern
"SET 1","The Curtain"
"SET 1","Split Open and Melt"
"SET 1","Uncle Pen"
"SET 1","Guelah Papyrus"
"SET 1","The Squirming Coil"
"SET 1",Llama
"SET 1","Bouncing Around the Room"
"SET 1","It's Ice"
"SET 1","I Didn't Know"
"SET 1",Possum
"SET 2","The Landlady"
"SET 2","Poor Heart"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","The Lizards"
"SET 2",NICU
"SET 2",Horn
"SET 2",Tweezer
"SET 2",Fee
"SET 2",Maze
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2","Golgi Apparatus"
ENCORE,"Sleeping Monkey"
ENCORE,"Tweezer Reprise"
"SET 1","Runaway Jim"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1",Icculus
"SET 1","Fly Famous Mockingbird"
"SET 1","Uncle Pen"
"SET 1","The Sloth"
"SET 1","The Landlady"
"SET 1",Fluffhead
"SET 1",Sparkle
"SET 1",Stash
"SET 1","The Squirming Coil"
"SET 1","Golgi Apparatus"
"SET 2","David Bowie"
"SET 2",Cavern
"SET 2","Ya Mar"
"SET 2",Foam
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","The Mango Song"
"SET 2",Horn
"SET 2","Cold as Ice"
"SET 2","Love You"
"SET 2","Cold as Ice"
"SET 2",Glide
"SET 2",Llama
ENCORE,Contact
ENCORE,"Big Black Furry Creature from Mars"
"SET 1","Suzy Greenberg"
"SET 1","My Friend, My Friend"
"SET 1","Paul and Silas"
"SET 1",Reba
"SET 1",Brother
"SET 1",Tela
"SET 1","Chalk Dust Torture"
"SET 1","Bouncing Around the Room"
"SET 1",Rift
"SET 1",Magilla
"SET 1","Run Like an Antelope"
"SET 2",Maze
"SET 2","Bathtub Gin"
"SET 2","You Enjoy Myself"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","All Things Reconsidered"
"SET 2","Dinner and a Movie"
"SET 2","Harry Hood"
"SET 2",Weigh
"SET 2","Cold as Ice"
"SET 2",Terrapin
"SET 2","Cold as Ice"
"SET 2","Poor Heart"
ENCORE,Memories
ENCORE,"Sweet Adeline"
ENCORE,Cavern
"SET 1","Suzy Greenberg"
"SET 1",Foam
"SET 1",Sparkle
"SET 1","It's Ice"
"SET 1","Runaway Jim"
"SET 1","Guelah Papyrus"
"SET 1",Rift
"SET 1","Bouncing Around the Room"
"SET 1","Take the 'A' Train"
"SET 1","David Bowie"
"SET 1","Secret Language Instructions"
"SET 1","David Bowie"
"SET 2","The Landlady"
"SET 2",Possum
"SET 2",Mound
"SET 2","The Oh Kee Pa Ceremony"
"SET 2",Llama
"SET 2","The Lizards"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","Cold as Ice"
"SET 2","Love You"
"SET 2","Cold as Ice"
"SET 2","Golgi Apparatus"
ENCORE,Horn
ENCORE,"Rocky Top"
"SET 1","The Curtain"
"SET 1","Split Open and Melt"
"SET 1",Fee
"SET 1",Maze
"SET 1",Reba
"SET 1","Uncle Pen"
"SET 1",Stash
"SET 1",Rift
"SET 1",Esther
"SET 1","Run Like an Antelope"
"SET 2",Glide
"SET 2",Tweezer
"SET 2","The Squirming Coil"
"SET 2","My Mind's Got a Mind of its Own"
"SET 2","You Enjoy Myself"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","Chalk Dust Torture"
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2","Harry Hood"
"SET 2","Tweezer Reprise"
ENCORE,Carolina
ENCORE,Cavern
"SET 1","Suzy Greenberg"
"SET 1","My Friend, My Friend"
"SET 1","Poor Heart"
"SET 1","The Landlady"
"SET 1",NICU
"SET 1","The Sloth"
"SET 1","Divided Sky"
"SET 1","Guelah Papyrus"
"SET 1","It's Ice"
"SET 1",Horn
"SET 1","I Didn't Know"
"SET 1",Possum
"SET 2",Sanity
"SET 2","Buried Alive"
"SET 2",Wilson
"SET 2","All Things Reconsidered"
"SET 2","My Sweet One"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2",Mound
"SET 2","The Lizards"
"SET 2",Llama
"SET 2","Cold as Ice"
"SET 2",Terrapin
"SET 2","Cold as Ice"
"SET 2","Golgi Apparatus"
ENCORE,"Lawn Boy"
ENCORE,"Good Times Bad Times"
"ENCORE 2","Rocky Top"
"SET 1","Runaway Jim"
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1",Icculus
"SET 1","Fly Famous Mockingbird"
"SET 1",Sparkle
"SET 1",Reba
"SET 1",Maze
"SET 1","Bouncing Around the Room"
"SET 1",Stash
"SET 1","The Squirming Coil"
"SET 1",Llama
"SET 2",Glide
"SET 2","David Bowie"
"SET 2","Band/Crew Football Theme Song"
"SET 2","David Bowie"
"SET 2",Tela
"SET 2",Foam
"SET 2","You Enjoy Myself"
"SET 2","Chalk Dust Torture"
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2",Cavern
ENCORE,"Sleeping Monkey"
ENCORE,"Big Black Furry Creature from Mars"
"SET 1","The Landlady"
"SET 1",Possum
"SET 1","It's Ice"
"SET 1","Uncle Pen"
"SET 1",Fee
"SET 1","All Things Reconsidered"
"SET 1","Split Open and Melt"
"SET 1","I Didn't Know"
"SET 1",Rift
"SET 1",Horn
"SET 1","Runaway Jim"
"SET 2",Tweezer
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2",Fluffhead
"SET 2","Guelah Papyrus"
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","The Mango Song"
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Cold as Ice"
"SET 2","Dinner and a Movie"
"SET 2","Bouncing Around the Room"
"SET 2","The Oh Kee Pa Ceremony"
"SET 2","Suzy Greenberg"
ENCORE,Memories
ENCORE,"Sweet Adeline"
ENCORE,"Tweezer Reprise"
"SET 1","Golgi Apparatus"
"SET 1","The Curtain"
"SET 1",Sparkle
"SET 1",Stash
"SET 1",Rift
"SET 1","Guelah Papyrus"
"SET 1","Divided Sky"
"SET 1","I Didn't Know"
"SET 1","It's Ice"
"SET 1",Glide
"SET 1","Run Like an Antelope"
"SET 2","Chalk Dust Torture"
"SET 2","Bouncing Around the Room"
"SET 2","All Things Reconsidered"
"SET 2",Foam
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","Poor Heart"
"SET 2",Llama
"SET 2","Cold as Ice"
"SET 2","Love You"
"SET 2","Cold as Ice"
"SET 2","The Squirming Coil"
"SET 2",Cavern
ENCORE,Contact
ENCORE,"Rocky Top"
"SET 1",Llama
"SET 1",Foam
"SET 1",Reba
"SET 1","My Mind's Got a Mind of its Own"
"SET 1",Maze
"SET 1",Tela
"SET 1",Brother
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1",Sparkle
"SET 1",Cavern
"SET 2","My Sweet One"
"SET 2",Stash
"SET 2","The Squirming Coil"
"SET 2","You Enjoy Myself"
"SET 2","Shaggy Dog"
"SET 2","All Things Reconsidered"
"SET 2","Bouncing Around the Room"
"SET 2","Uncle Pen"
"SET 2","Chalk Dust Torture"
"SET 2","Hold Your Head Up"
"SET 2",Terrapin
"SET 2","Hold Your Head Up"
"SET 2","Take the 'A' Train"
"SET 2","Golgi Apparatus"
ENCORE,Carolina
ENCORE,"Good Times Bad Times"
"SET 1","Suzy Greenberg"
"SET 1","Poor Heart"
"SET 1","Buried Alive"
"SET 1","My Friend, My Friend"
"SET 1",Foam
"SET 1","Runaway Jim"
"SET 1",Esther
"SET 1","Split Open and Melt"
"SET 1",Rift
"SET 1","Guelah Papyrus"
"SET 1",Possum
"SET 2","The Landlady"
"SET 2",Sparkle
"SET 2",Tweezer
"SET 2",Fluffhead
"SET 2",Glide
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2",Fee
"SET 2","Cold as Ice"
"SET 2",Bike
"SET 2","The Squirming Coil"
"SET 2","Tweezer Reprise"
ENCORE,"Sweet Adeline"
ENCORE,"Sleeping Monkey"
ENCORE,"Rocky Top"
"SET 1","The Curtain"
"SET 1",Cavern
"SET 1",Reba
"SET 1","Uncle Pen"
"SET 1","It's Ice"
"SET 1",Eliza
"SET 1",Llama
"SET 1",Mound
"SET 1","All Things Reconsidered"
"SET 1","Bouncing Around the Room"
"SET 1","David Bowie"
"SET 1",Memories
"SET 2",Wilson
"SET 2","My Sweet One"
"SET 2",Stash
"SET 2",Magilla
"SET 2",Maze
"SET 2","You Enjoy Myself"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","Chalk Dust Torture"
"SET 2","Cold as Ice"
"SET 2",Terrapin
"SET 2","Hold Your Head Up"
"SET 2","Harry Hood"
"SET 2","Golgi Apparatus"
ENCORE,"Big Black Furry Creature from Mars"
"SET 1","Runaway Jim"
"SET 1",Foam
"SET 1",Sparkle
"SET 1","Split Open and Melt"
"SET 1","Guelah Papyrus"
"SET 1",Rift
"SET 1",Fee
"SET 1",Maze
"SET 1","The Squirming Coil"
"SET 1","I Didn't Know"
"SET 1","Run Like an Antelope"
"SET 2","Suzy Greenberg"
"SET 2","Divided Sky"
"SET 2",Tela
"SET 2",Tweezer
"SET 2",Harpua
"SET 2",Llama
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Hold Your Head Up"
"SET 2","Golgi Apparatus"
ENCORE,"Poor Heart"
ENCORE,"Tweezer Reprise"
"SET 1","The Landlady"
"SET 1","Suzy Greenberg"
"SET 1",Sparkle
"SET 1",Stash
"SET 1","Uncle Pen"
"SET 1",Cavern
"SET 1",Reba
"SET 1","I Didn't Know"
"SET 1","You Enjoy Myself"
"SET 1",Possum
"SET 1","My Sweet One"
"SET 1",Reba
"SET 1","All Things Reconsidered"
"SET 1","The Sloth"
"SET 1",Possum
"SET 1","It's Ice"
"SET 1","Dinner and a Movie"
"SET 1","Bouncing Around the Room"
"SET 1","Buried Alive"
"SET 1","Uncle Pen"
"SET 1",Horn
"SET 1","David Bowie"
"SET 2","The Landlady"
"SET 2","Bathtub Gin"
"SET 2","You Enjoy Myself"
"SET 2","Guelah Papyrus"
"SET 2","Chalk Dust Torture"
"SET 2","Cold as Ice"
"SET 2",Terrapin
"SET 2","Hold Your Head Up"
"SET 2","Poor Heart"
"SET 2",Llama
"SET 2",Cavern
ENCORE,"Runaway Jim"
"SET 1","Suzy Greenberg"
"SET 1","All Things Reconsidered"
"SET 1","The Sloth"
"SET 1",Sparkle
"SET 1",Maze
"SET 1",Horn
"SET 1",Reba
"SET 1","Poor Heart"
"SET 1","My Friend, My Friend"
"SET 1","Bouncing Around the Room"
"SET 1","Run Like an Antelope"
"SET 1","Secret Language Instructions"
"SET 1","Run Like an Antelope"
"SET 1","Secret Language Instructions"
"SET 1","Run Like an Antelope"
"SET 2",Glide
"SET 2",Cavern
"SET 2",Rift
"SET 2",Fluffhead
"SET 2",Eliza
"SET 2","Mike's Song"
"SET 2","I Am Hydrogen"
"SET 2","Weekapaug Groove"
"SET 2",Wait
"SET 2","Weekapaug Groove"
"SET 2","McGrupp and the Watchful Hosemasters"
"SET 2",Stash
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Hold Your Head Up"
"SET 2",Possum
ENCORE,"Sleeping Monkey"
ENCORE,"Rocky Top"
"SET 1","Golgi Apparatus"
"SET 1",Foam
"SET 1",Cavern
"SET 1",Sparkle
"SET 1",Stash
"SET 1","Bouncing Around the Room"
"SET 1","Cold as Ice"
"SET 1","Love You"
"SET 1","Cold as Ice"
"SET 1","Chalk Dust Torture"
"SET 1","You Enjoy Myself"
"SET 1","Sweet Adeline"
"SET 1","Rocky Top"
"SET 1",Maze
"SET 1",Foam
"SET 1",Glide
"SET 1","Split Open and Melt"
"SET 1","Bouncing Around the Room"
"SET 1","My Sweet One"
"SET 1",Horn
"SET 1","Golgi Apparatus"
"SET 1","The Lizards"
"SET 1",Cavern
"SET 1","David Bowie"
"SET 2","Runaway Jim"
"SET 2","It's Ice"
"SET 2","Paul and Silas"
"SET 2",Tweezer
"SET 2","The Squirming Coil"
"SET 2","You Enjoy Myself"
"SET 2","The Horse"
"SET 2","Silent in the Morning"
"SET 2","The Oh Kee Pa Ceremony"
"SET 2","AC/DC Bag"
"SET 2","Cold as Ice"
"SET 2","Cracklin' Rosie"
"SET 2","Hold Your Head Up"
"SET 2","Poor Heart"
"SET 2","Tweezer Reprise"
ENCORE,"Sweet Adeline"
ENCORE,"Suzy Greenberg"
"SET 1","The Landlady"
"SET 1",Llama
"SET 1","Colonel Forbin's Ascent"
"SET 1","Fly Famous Mockingbird"
"SET 1","My Sweet One"
"SET 1",Reba
"SET 1","I Didn't Know"
"SET 1",Stash
"SET 1","The Mango Song"
"SET 1","Poor Heart"
"SET 1","Chalk Dust Torture"
"SET 2","The Curtain"
"SET 2",Possum
"SET 2","Guelah Papyrus"
